reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision
AUS_2021_015,AUS,Australia,2021,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Easing regulations can improve access to capital for startups, fostering innovation and growth in the entrepreneurial sector.",high,2021 Startup Capital Access Initiative,,False,announced,The Committee has recommended adjusting public equity regulations to make it easier for company founders to scale back their investment.,high,False,2,"This reform is significant as it addresses barriers to capital access for startups, which is crucial for their growth and innovation potential.",medium,"The Australian government is considering adjustments to public equity regulations to facilitate easier scaling back of investments by company founders, which could enhance access to capital for innovative startups.",The Committee has recommended adjusting public equity regulations to make it easier for company founders to scale back their investment.,103.0,103.0,-2.0,drop,drop_rule_based
AUS_2021_018,AUS,Australia,2021,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public,applied,growth_supporting,"This investment is expected to improve disaster management capabilities, thereby enhancing resilience and reducing economic losses from climate-related events.",high,2021 Climate Resilience Initiative,,False,implemented,The investment was included in the 2021-22 Budget.,high,False,2,"This initiative represents a significant investment in infrastructure aimed at improving climate resilience, which is crucial for mitigating the economic impacts of natural disasters.",medium,"The Australian government announced an investment of AUD209.7 million to establish the Australian Climate Service, aimed at enhancing the country's capacity to manage and adapt to natural disasters.",The government announced in the 2021-22 Budget investment of AUD209.7 million to establish the Australian Climate Service.,116.0,116.0,0.0,drop,drop_rule_based
AUS_2021_004,AUS,Australia,2021,2022.0,2021.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"By enhancing job matching and training services, the new model aims to improve employment outcomes and productivity, fostering economic growth.",high,New Employment Services Model,,False,announced,The government is adopting a New Employment Services Model that will replace the existing Jobactive programme from 2022.,high,True,3,"This reform represents a significant overhaul of employment services, aiming to modernize the approach to job matching and training, which is critical for addressing unemployment and enhancing workforce skills.",high,"The Australian government is adopting a New Employment Services Model to replace the existing Jobactive programme, emphasizing digital services for job matching and training.",The government is adopting a New Employment Services Model that will replace the existing Jobactive programme from 2022.,39.0,39.0,0.0,drop,drop_rule_based
AUS_2023_008,AUS,Australia,2023,2023.0,2023.0,explicit,high,2023.0,explicit,high,,explicit,high,innovation,other,,,private,unknown,growth_supporting,"Increasing pay transparency can help reduce gender pay gaps, leading to better economic outcomes for women and overall productivity.",high,Gender Pay Transparency Initiative,,False,implemented,The Federal government prohibited pay secrecy clauses and introduced new legislation.,high,True,3,"This reform represents a significant shift in how gender pay disparities are addressed in the workplace, with potential long-term impacts on gender equality.",high,The Federal government has introduced new legislation requiring firms with more than 100 employees to publicly report on gender pay gaps and other gender-related indicators.,"In 2022, the Federal government prohibited pay secrecy clauses in employment contracts and introduced new legislation that requires firms with more than 100 employees to publicly report on a range of areas including gender pay gaps.",101.0,101.0,0.0,drop,drop_rule_based
AUS_2023_009,AUS,Australia,2023,2023.0,2023.0,explicit,high,2023.0,explicit,high,,explicit,high,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"The reform incentivizes emissions reductions, potentially fostering innovation in low-carbon technologies and practices within the industrial sector.",high,2023 Climate Change and Emissions Reduction Strategy,Safeguard Mechanism Reform,False,implemented,The reforms became effective in July 2023.,high,True,3,"This reform represents a significant overhaul of the existing emissions regulation framework, aiming to achieve ambitious national emissions reduction targets and drive innovation in the industrial sector.",high,"The Safeguard Mechanism was reformed to align with Australia's revised emissions reduction targets, introducing below-baseline crediting and resetting baselines to encourage greater emissions reductions from industrial facilities.","The Safeguard Mechanism (Crediting) Amendment Bill 2023 enacted a number of reforms to the Safeguard Mechanism, which have been in place since 1 July 2023.",116.0,116.0,0.0,drop,drop_rule_based
AUS_2023_004,AUS,Australia,2023,2025.0,2023.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"By increasing tax rates on high superannuation balances, the reform aims to enhance fiscal sustainability and reduce inequities in the tax system, potentially leading to more efficient allocation of resources.",medium,Superannuation Tax Reform,Concessional Tax Rate Restriction,False,announced,The government announced its intention to restrict the concessional tax rates.,high,True,3,"This reform represents a significant change in the tax treatment of superannuation, targeting high-income earners and addressing fiscal sustainability, which has broad implications for the economy.",high,"The Australian government announced its intention to restrict concessional tax rates on superannuation earnings for individuals with balances exceeding AUD3 million, increasing the tax rate from 15% to 30%. This reform aims to address fiscal sustainability and equity in the tax system.",The authorities have recently announced their intention to restrict the concessional tax rates by increasing the headline tax rate from 15% to 30% on earnings in superannuation accounts with balances exceeding AUD3 million.,,,0.0,drop,drop_rule_based
AUS_2001_007,AUS,Australia,2001,,2001.0,explicit,high,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,"The plan aims to improve land and water management, which can enhance agricultural productivity and environmental sustainability.",high,National Action Plan for Salinity and Water Quality,,False,announced,The National Action Plan for Salinity and Water Quality is described as a recently-released strategy.,high,True,3,"This plan represents a significant shift in national policy towards a coordinated approach to a critical environmental issue, with substantial funding and long-term goals.",high,"The National Action Plan for Salinity and Water Quality represents Australia's first targeted national strategy to address dryland salinity, supported by A$1.4 billion in public financing over seven years.","The recently-released National Action Plan for Salinity and Water Quality is the first concerted and targeted national strategy to address the salinity problem, in particular dryland salinity, supported by a A$1.4 billion public financing.",141.0,141.0,0.0,drop,drop_rule_based
AUS_2012_006,AUS,Australia,2012,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"Enhancing the VET system is expected to improve the skill level of the workforce, supporting economic growth.",high,Vocational Education and Training Reform,,False,implemented,The reforms are in place and are being executed to enhance the VET system.,high,False,2,These reforms are significant but do not represent a major overhaul of the system.,medium,"Australia's vocational education and training (VET) system is being enhanced to better respond to the skill needs of a rapidly changing economy. This includes the creation of the National Workforce Development Fund to support employers in providing training to new and existing workers, and the National Partnership Agreement on Skills Reform to improve the efficiency and quality of VET.","The budget has also announced the creation of the National Workforce Development Fund (AUD700 million), supporting employers (under a co-contribution model based on the size of their enterprise) to provide training to new workers and up-skill existing workers.",107.0,107.0,-3.0,drop,drop_rule_based
AUS_2017_001,AUS,Australia,2017,,2015.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"Encouraging competition in public service procurement can lead to more innovative solutions and improved service delivery, enhancing overall productivity.",high,National Innovation and Science Agenda,Public Services Innovation Initiative,False,announced,The initiative was part of the broader National Innovation and Science Agenda announced in 2015.,high,False,2,"This initiative represents a significant shift in how public services are procured, aiming to foster innovation and improve service quality.",medium,The Australian government aims to enhance innovation in public services by opening up procurement to more bidders and further developing digital government services.,Encourage more innovation in public services by opening up procurement to more bidders and further development of digital government services.,,,-3.0,drop,drop_rule_based
AUS_2017_012,AUS,Australia,2017,,,,,,,,,,,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"These reforms promote competition in the transport sector, potentially lowering prices and improving service quality for consumers.",high,Ride-Sharing Regulatory Reform,,False,implemented,Reforms have been finalized in New South Wales and the Australian Capital Territory to accommodate ride-sharing.,high,False,2,"The reforms represent a significant adjustment to existing regulations, allowing for greater competition in the transport sector, which is economically relevant given the size of the market.",medium,"Australia's state-by-state reforms to accommodate ride-sharing services legalize these services and introduce regulatory standards, allowing them to compete with traditional taxi services on a more equal basis.",States have been bringing in reforms that allow both traditional taxi services and ride-sharing to coexist.,,,0.0,drop,drop_rule_based
AUS_2017_015,AUS,Australia,2017,,2015.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"Encouraging innovation in public services can lead to improved efficiency and effectiveness, contributing positively to overall economic productivity.",high,Public Sector Innovation Agenda,Public Service Innovation Initiatives,False,implemented,The authorities have a welcomed degree of commitment to boosting innovation in the public sector.,high,True,3,"This initiative represents a comprehensive approach to enhancing public sector productivity through innovation, which is crucial for improving service delivery and economic performance.",high,"The Australian government is promoting public service innovation to enhance productivity and service quality, focusing on empowering the workforce and generating innovative ideas.",The authorities have a welcomed degree of commitment to boosting innovation in the public sector.,,,-3.0,drop,drop_rule_based
AUS_2017_024,AUS,Australia,2017,,,,,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"By facilitating industry placements, the initiative aims to improve the skills and employability of researchers, thereby enhancing innovation capacity.",high,National Industry Placement Initiative,,False,announced,The proposal for a nationally consistent approach is welcome.,medium,False,2,"The initiative represents a significant step towards improving the integration of research and industry, which is essential for fostering innovation.",medium,The proposal for a nationally consistent approach to industry placements for higher degree research students aims to reduce complexity and enhance collaboration between universities and industry.,The proposal by the ACOLA review for a nationally consistent approach is welcome.,122.0,122.0,0.0,drop,drop_rule_based
AUS_2018_006,AUS,Australia,2018,,,,,,,,,,,innovation,research_infrastructure,,,public,unknown,growth_supporting,"Creating a national research institution can enhance the quality of research and evidence used in policy-making, leading to better educational outcomes.",high,National Research Coordination,Research Evidence Base Institution,False,announced,The proposal for the institution has been made and is under consideration.,medium,False,2,"While important, the establishment of this institution does not represent a major overhaul of the research infrastructure.",medium,"Australia should establish an independent institution to coordinate, source, and generate the development of a national research and evidence base to support more evidence-based decision-making in school education.","Australia should establish an independent institution to coordinate, source and generate the development of a national research and evidence base to support more evidence-based decision making in school education.",101.0,101.0,-1.5,drop,drop_rule_based
AUS_2021_013,AUS,Australia,2021,,,,,,,,,,,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"Simplifying the Act would reduce compliance costs and improve lenders' confidence in using intangible assets as collateral, thereby facilitating access to finance for innovative firms.",high,Personal Property Securities Act Reform,,False,announced,The government is considering its response to the 2015 statutory review.,medium,False,2,"The proposed reforms aim to address significant barriers faced by innovative firms in accessing finance, which is critical for their growth and development.",medium,"The Australian government is considering reforms to simplify the Personal Property Securities Act to improve its effectiveness for innovative firms with intangible assets, which could enhance access to credit.","The independent statutory review of the Act highlighted the need to simplify the Act to generate more predictable outcomes, which would give lenders greater confidence.",101.0,101.0,0.0,drop,drop_rule_based
AUS_2023_003,AUS,Australia,2023,,2023.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increased funding for clean energy technologies is expected to enhance innovation in the energy sector, leading to improved efficiency and reduced emissions.",high,National Emissions Reduction Strategy,Clean Energy Funding,True,announced,The government has indicated plans to scale up public funding for clean energy technologies.,high,False,2,"This reform represents a significant increase in public investment aimed at fostering innovation in clean energy, which is crucial for meeting climate targets.",medium,Australia plans to scale up and refocus public funding towards the development and demonstration of clean energy and energy-efficiency technologies to support the transition to net zero.,Consider scaling up and refocusing public funding towards the development and demonstration of clean energy and energy-efficiency technologies.,15.0,15.0,0.0,drop,drop_rule_based
AUS_2023_007,AUS,Australia,2023,,2023.0,explicit,high,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing participation of women in STEM fields can lead to a more skilled workforce, driving innovation and economic growth.",high,Diversity in STEM Initiative,,False,announced,The government is currently undertaking a 'Diversity in STEM' review.,high,False,2,"This initiative addresses a significant gap in gender representation in STEM, which is crucial for future economic competitiveness.",medium,The Australian government is undertaking a 'Diversity in STEM' review to make recommendations on how to support women and other underrepresented groups in STEM education and careers.,"The government is currently undertaking a 'Diversity in STEM' review that will make recommendations on how the government can support women, and other underrepresented groups, to participate in STEM education, careers and industries.",99.0,99.0,0.0,drop,drop_rule_based
AUS_2023_011,AUS,Australia,2023,,2023.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By providing guarantees for renewable projects, the scheme is likely to stimulate private investment, thereby enhancing the renewable energy sector and contributing to economic growth.",high,Capacity Investment Scheme,,False,announced,"The government also recently announced a Capacity Investment Scheme, a guarantee scheme to support the development of renewable generation and storage.",high,False,2,"This scheme is a significant step towards enhancing renewable energy capacity, although it is part of a broader strategy rather than a standalone major reform.",medium,"The government has announced a Capacity Investment Scheme, a guarantee scheme to support the development of renewable generation and storage, expected to unlock AUD 10 billion in investment.","The government also recently announced a Capacity Investment Scheme, a guarantee scheme to support the development of renewable generation and storage which is expected to unlock AUD 10 billion in investment.",122.0,122.0,-1.0,drop,drop_rule_based
AUS_2023_018,AUS,Australia,2023,,2023.0,explicit,high,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,"By addressing climate change impacts, the plan aims to enhance the resilience of the energy sector, potentially leading to more stable energy supply and improved economic productivity.",high,2023 National Adaptation Plan,,False,announced,"A National Adaptation Plan, announced in the 2023-24 Budget, is currently under development.",high,False,2,"The plan represents a significant step towards addressing climate change in the energy sector, which is crucial for Australia's transition to net zero.",medium,"The Australian government is developing a National Adaptation Plan to address climate change impacts specifically in the energy sector, which will identify priorities and coordinate further action.","A National Adaptation Plan, announced in the 2023-24 Budget, is currently under development.",,,-2.0,drop,drop_rule_based
AUT_2007_017,AUT,Austria,2007,2000.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"By lowering the barriers to entry for new businesses, the reform is expected to stimulate entrepreneurship and innovation, contributing positively to economic growth.",high,Start-up Promotion Initiative,,False,implemented,The Start-up Promotion Law has been enacted and is in effect.,high,True,3,"The Start-up Promotion Law represents a significant structural change in the regulatory framework for new businesses, enhancing the startup ecosystem and fostering innovation.",high,"Austria has introduced the Start-up Promotion Law, which significantly reduced the administrative costs associated with setting up new enterprises, aiming to foster a more conducive environment for startups.",Austria has set a European benchmark by introduction of the Start-up Promotion Law (Neugründungsförderungsge-setz) in 2000 which substantially reduced the administrative cost of setting up new enterprises.,47.0,47.0,-2.0,drop,drop_rule_based
AUT_2005_005,AUT,Austria,2005,2002.0,,,,,,,,explicit,high,innovation,other,,,public,unknown,growth_supporting,"The strategy aims to integrate various dimensions of sustainable development, potentially leading to more efficient resource allocation and improved economic outcomes.",medium,National Strategy for Sustainable Development,,False,implemented,The strategy was adopted and is being implemented through annual work programmes.,high,False,2,"The strategy represents a significant effort to coordinate and integrate various policy areas, although its effectiveness and coverage are still being evaluated.",medium,"The Austrian Federal Government adopted a National Strategy for Sustainable Development, identifying key objectives for social, economic, and environmental dimensions, with implementation based on annual work programmes and progress monitored through indicators.","In April 2002 the Austrian Federal Government adopted a National Strategy for Sustainable Development identifying 20 key objectives covering social, economic and environmental dimensions of sustainable development.",,,0.0,drop,drop_rule_based
AUT_2005_006,AUT,Austria,2005,2004.0,,,,,,,,explicit,high,innovation,other,,,public,unknown,growth_supporting,"The tool aims to enhance cost awareness and decision-making in waste management, potentially leading to more efficient resource use and environmental benefits.",medium,Waste Management Improvement Initiative,,False,implemented,The tool has been developed and is already applied in one state (Styria).,high,False,1,"While the tool is a useful resource for municipalities, its impact may be limited to specific regions and does not represent a broad systemic change.",medium,"The Federal Ministry of Agriculture, Forestry, Environment and Water Management developed a Waste Management Tool to support municipalities in managing waste more efficiently, providing a decision support system for evaluating different waste management measures.","The development of this instrument has been commissioned by the Federal Ministry of Agriculture, Forestry, Environment and Water Management and was elaborated from 1996 to 2004 as a decision support tool for the judgment of different measures in the field of management of municipal waste in Austria.",91.0,91.0,0.0,drop,drop_rule_based
AUT_2011_006,AUT,Austria,2011,2011.0,,,,,,,,explicit,high,innovation,research_infrastructure,,,public,applied,growth_supporting,"By enhancing the efficiency and effectiveness of healthcare delivery, the ELGA system is expected to improve health outcomes and reduce costs in the long run.",high,e-Health Initiative,ELGA System Development,True,implemented,The first ELGA application will be run in 2011.,high,True,3,"The ELGA system represents a significant overhaul of health information management in Austria, with potential widespread impacts on healthcare delivery and patient outcomes.",high,"Austria is developing the ELGA system, a publicly financed infrastructure for electronic health records, aimed at improving patient care by making health-related information centrally available to providers and patients.",The government made progress in implementing individual electronic health records (the ELGA system).,126.0,126.0,0.0,drop,drop_rule_based
AUT_2013_002,AUT,Austria,2013,2013.0,2013.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"The initiative aims to enhance access to capital for startups, fostering innovation and economic growth.",high,Startup Support Initiative,,False,implemented,The programme has been launched and is operational.,high,False,2,"While not a major reform, it represents a significant effort to bolster the startup ecosystem.",medium,"A new programme, Jungunternehmeroffensive, was initiated in 2013 to promote venture and equity capital provision for new firms, supporting the startup ecosystem in Austria.",Venture and other equity capital provision for new firms as promoted by new programmes (Jungunternehmeroffensive initiated in 2013) should be encouraged.,41.0,41.0,0.0,drop,drop_rule_based
AUT_2017_012,AUT,Austria,2017,2017.0,2017.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public,adoption,growth_supporting,"The initiative aims to enhance the digital capabilities of firms, which can lead to increased productivity and competitiveness in the market.",high,Digital Roadmap Initiative,,False,implemented,The Digital Roadmap was introduced at the federal government level.,high,True,3,"The Digital Roadmap represents a significant structural change aimed at enhancing Austria's digital infrastructure and capabilities, which is crucial for maintaining competitiveness in a rapidly evolving global economy.",high,Austria introduced a 'Digital Roadmap' in 2017 at the federal government level to accelerate digital transitions and anticipate their disruptive impacts.,A 'Digital Roadmap' introduced in 2017 at the federal government level reflects this awareness and the shared policy objective of accelerating the digital transitions.,,,-2.0,drop,drop_rule_based
AUT_2019_001,AUT,Austria,2019,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public,applied,growth_supporting,The strategy aims to enhance digital infrastructure which is expected to support innovation and productivity.,high,National Climate and Digitalisation Strategy,Climate Strategy,True,implemented,The national climate strategy was adopted and is in force.,high,True,3,The reform represents a significant structural change in Austria's approach to climate and digitalisation.,high,"Austria adopted a new national climate strategy in 2018, which includes a Digitalisation Strategy aimed at enhancing digital infrastructure and fostering collaboration among stakeholders to achieve greenhouse gas emission targets in line with the Paris Accord, including a goal for 100% renewable electricity generation by 2030.","In May 2018, the government issued a new Climate and Energy Strategy as required by the EU from all member states.",47.0,47.0,-2.0,drop,drop_rule_based
AUT_1995_003,AUT,Austria,1995,2019.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"Improving market transparency is expected to enhance investor confidence, which can lead to increased investment and innovation.",high,Market Transparency Initiative,Stock Market Supervisory Authority,False,implemented,The supervisory authority has been established to enhance market operations.,high,False,2,The reform is significant in promoting transparency but does not represent a fundamental change in the regulatory framework.,medium,The establishment of an independent stock market supervisory authority is proposed to promote market transparency and boost investor confidence.,The setting up of an independent stock market supervisory authority is an important next step in promoting market transparency and boosting investor confidence.,110.0,110.0,0.0,drop,drop_rule_based
AUT_2019_002,AUT,Austria,2019,2019.0,2019.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"The package aims to enhance access to capital and support for start-ups, which is expected to drive innovation and economic growth.",high,Start-up Package,Comprehensive Start-up Support,True,implemented,The Start-up Package was officially launched and is currently in force.,high,True,3,The Start-up Package represents a significant overhaul of support mechanisms for start-ups in Austria.,high,"Austria introduced a comprehensive Start-up Package in 2019, which includes additional risk-finance through a public Digitalization and Growth Fund that co-invests in start-ups alongside private venture-capital funds, new subsidies, regulatory sandboxes, and educational programs to enhance the startup ecosystem and support innovative firms.","A Start-up Package was introduced May in 2019, with i) additional risk-finance through a public Digitalization and Growth Fund (which will co-invest in start-ups together with private venture-capital funds) and ii) more credit guarantees.",27.0,27.0,0.0,drop,drop_rule_based
AUT_2019_005,AUT,Austria,2019,2019.0,2019.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public,adoption,growth_supporting,"The strategy aims to enhance digital connectivity, which is essential for innovation and economic growth.",high,Broadband Strategy,,False,implemented,The Broadband Strategy was adopted and is currently in force.,high,False,2,The strategy represents a significant initiative but is part of a broader digital infrastructure effort.,medium,"Austria's 'Broadband Strategy 2030' was adopted to facilitate new entries and stimulate competition in broadband services, aiming for a nationwide 5G network by 2025.",A 'Broadband Strategy 2030' was adopted in February 2019.,,,0.0,drop,drop_rule_based
