reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end
USA_1997_001,USA,United States,1997,1998.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Investing in human capital through training and education enhances the skills of the workforce, leading to increased productivity and innovation.",high,Human Capital Development,Training and Education Programs,True,announced,The funding and support for charter schools are part of the announced budget for FY 1998.,high,False,2,The reforms significantly enhance human capital development but do not represent a structural overhaul.,medium,"The federal government should provide funding to states and localities to develop programs aimed at boosting the human capital of unskilled immigrant workers through training subsidies, alongside a request for $100 million in support for charter schools to establish an additional 3,000 charter schools by the end of the decade.","The federal government should provide the affected states and localities with funding for them to develop programmes to boost the human capital of such workers, for example, through training subsidies.",,
USA_1999_002,USA,United States,1999,1998.0,,,,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,Investing in climate change research and alternative energy sources is expected to foster innovation and economic growth in sustainable technologies.,high,Climate Change Research Initiative,,False,announced,The commitment to the Kyoto Protocol has been made but specific initiatives are still in the planning stages.,high,True,3,This reform represents a significant commitment to addressing climate change through dedicated research funding.,high,"The United States signed the international Kyoto Protocol to reduce greenhouse gas emissions, committing to a budget for climate change initiatives and research on alternative energy sources.","In November 1998, the United States signed the international pact negotiated in Kyoto the year before to reduce greenhouse gas emissions to 7 per cent below 1990 levels in 2008-12.",101.0,101.0
USA_1979_001,USA,United States,1979,2000.0,,,,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"These initiatives aim to enhance energy security and promote the use of renewable resources, which can lead to increased innovation and economic growth in the energy sector.",high,Renewable Energy and Oil Substitutes Initiative,Energy Security Corporation,False,announced,"The reforms were announced by the President, indicating their planned implementation.",high,False,2,"While these reforms are significant in promoting renewable energy, they do not represent a structural overhaul of the energy policy framework.",medium,"The President announced two programmes aimed at increasing the share of renewable energy and developing oil substitutes. The first programme targets raising solar power and renewable resources from 6% to 20% of energy consumption by 2000, while the second focuses on directing the development of 2.5 mbd of oil substitutes from various sources by 1990.",In June the President announced a programme aimed at increasing the share of solar power and energy from other renewable resources from the current 6 per cent of energy consumption to 20 per cent by the year 2000.,78.0,78.0
USA_2001_003,USA,United States,2001,2000.0,,,,2000.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"By providing broader tax deductions, this act encourages domestic production and export, fostering innovation and competitiveness.",high,Extraterritorial Income Exclusion Act,Extraterritorial Income Exclusion Act,False,implemented,The act has been enacted and is currently operational.,high,True,3,This act represents a significant overhaul of tax policy affecting international trade and domestic production.,high,"The Extraterritorial Income Exclusion Act was introduced, replacing the previous foreign sales corporation regime, allowing broader tax deductions for domestic goods produced for export.",The law gives the same tax exemptions to goods that are produced domestically for export as to goods that are made and sold abroad by US companies.,120.0,120.0
USA_2001_001,USA,United States,2001,2001.0,2001.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,The expansion of energy production and infrastructure is expected to stimulate economic activity and innovation in the energy sector.,high,National Energy Policy Reform,Energy Production and Infrastructure Expansion,False,implemented,The reform has been put into action as part of the national energy policy.,high,True,3,"This reform represents a significant policy change in national energy strategy, focusing on R&D and infrastructure.",high,"The new Administration's national energy policy report emphasizes the need to expand production and improve transmission infrastructure, pledging tax credits and research support for energy-related projects.","The plan pledged to ease the regulatory climate facing energy producers, including environmental protection rules, and to provide tax credits and research support for a variety of energy-related projects.",142.0,142.0
USA_2001_002,USA,United States,2001,2001.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By incentivizing small businesses to invest in R&D, this reform is expected to enhance innovation and productivity.",high,R&D Tax Credit Reform,Research Credit Modification,False,implemented,The modification of the research credit has been enacted and is currently in effect.,high,False,2,"This reform modifies existing tax credits to better support small businesses, representing a significant but not transformative change.",medium,"The research credit was modified to provide up to $25,000 of new capital equipment deductions for small businesses with profits below $200,000, aiming to stimulate R&D investment.",The cost of the research credit is expected to be $6.1 billion in 2001.,119.0,120.0
USA_2002_001,USA,United States,2002,2002.0,,,,2002.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"By improving the reliability of financial reporting, the reform aims to enhance investor confidence, which can lead to increased investment and economic growth.",high,Sarbanes-Oxley Act,,False,implemented,The Sarbanes-Oxley Act was signed into law in 2002.,high,True,3,"The Sarbanes-Oxley Act represents a major overhaul of corporate governance and financial reporting standards, addressing systemic issues revealed by high-profile corporate scandals.",high,"The Sarbanes-Oxley Act of 2002 introduced significant reforms to enhance the accuracy of corporate financial statements and established a new oversight body for accountants, aiming to restore investor confidence in financial reporting.","The Sarbanes-Oxley Act of 2002 created a new oversight body to supervise accountants, tightened the responsibility of corporate officers for financial reports and stiffened penalties.",,
USA_2004_001,USA,United States,2004,2002.0,,,,2002.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,Enhancing corporate governance can lead to increased investor confidence and potentially higher levels of investment in innovation.,high,Corporate Governance Reforms,Sarbanes-Oxley Act,True,implemented,The act has been in force since its enactment.,high,True,3,The reform represents a significant structural change in corporate governance.,high,"The Sarbanes-Oxley Act was enacted to enhance corporate governance and accountability in response to financial scandals, increasing penalties for fraud and improving disclosure requirements for public companies.","The 2002 Sarbanes-Oxley Act stiffened penalties for fraud, enhanced both auditor independence and regulation of the accounting profession and increased both disclosure requirements for public companies.",,
USA_2004_003,USA,United States,2004,2004.0,,,,2004.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The tax credit encourages firms to increase their R&D spending, which can lead to greater innovation and productivity.",high,R&D Tax Incentives,Research and Experimentation Tax Credit,True,implemented,The tax credit has been extended and is currently in effect.,high,True,3,The tax credit is a significant policy tool for promoting R&D investment.,high,"The Research and Experimentation Tax Credit, originally enacted in 1981, has been extended multiple times, with the most recent extension scheduled to expire in June 2004. This tax credit incentivizes firms to invest in R&D activities by providing a tax reduction based on their research expenditures.","The Research and Experimentation Tax Credit, usually referred to as the R&D tax credit, has since been extended 10 times, most recently in November 1999, and is currently scheduled to expire in June 2004.",91.0,91.0
USA_2005_001,USA,United States,2005,2005.0,,,,2005.0,explicit,high,,explicit,high,innovation,research_infrastructure,,,public_private,adoption,growth_supporting,"Improving energy infrastructure and reliability supports economic growth by ensuring a stable energy supply, which is crucial for productivity.",high,Energy Policy Reform,Electricity Grid and Reliability Standards,True,implemented,The Energy Policy Act was enacted and is currently in force.,high,True,3,The reform represents a significant structural change in energy policy and infrastructure.,high,The Energy Policy Act of 2005 aims to improve the country’s electricity grid and enhance energy efficiency while establishing an Electric Reliability Organisation to enforce mandatory reliability standards for the electric transmission system. This comprehensive approach is designed to reduce reliance on foreign energy sources and strengthen the overall reliability of the energy supply.,"The Energy Policy Act of 2005 aims at improving the country’s electricity grid, expanding the diversity of energy supply and enhancing energy efficiency.",,
USA_2005_003,USA,United States,2005,2005.0,2002.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,Research on breakthrough technologies can lead to significant advancements in environmental sustainability and economic efficiency.,high,Climate Change Initiatives,Emissions Reduction and Research,True,implemented,The Climate Change Plan was enacted and is currently in force.,high,True,3,The plan represents a major commitment to addressing climate change through targeted research.,high,"The Administration's Climate Change Plan aims to cut the emissions intensity of output by 18% over the next ten years, promoting research on breakthrough technologies such as carbon sequestration.","The Administration's Climate Change Plan, issued in 2002, aims at cutting the emissions intensity of output by 18% over the following ten years.",,
USA_2010_007,USA,United States,2010,2005.0,,,,2005.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"By incentivizing the adoption of clean technologies, the policy aims to stimulate innovation and investment in the energy sector, which can lead to long-term economic benefits.",high,Energy Policy Act of 2005,,False,implemented,The Act has been enacted and its provisions are in effect.,high,True,3,"The Act represents a significant overhaul of energy policy, aiming to promote clean energy technologies through substantial financial incentives.",high,"The Energy Policy Act of 2005 introduced tax breaks to accelerate the market penetration of advanced, clean-energy technologies and provided loan guarantees for early commercial projects that utilize these technologies.","The Energy Policy Act of 2005 introduced or expanded tax breaks to accelerate market penetration of advanced, clean-energy technologies.",,
USA_2010_008,USA,United States,2010,2005.0,,,,2005.0,explicit,high,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"By focusing on the development of technologies to mitigate climate change, the program aims to enhance innovation in the energy sector and reduce long-term environmental costs.",high,Energy Policy Act of 2005,Climate Change Technology Program,True,implemented,The program has been established and is operational.,high,False,2,"The CCTP represents a significant effort to coordinate federal R&D investments in climate-related technologies, although it operates within the broader framework of the Energy Policy Act.",medium,The Climate Change Technology Program (CCTP) was authorized by the Energy Policy Act of 2005 to coordinate federal investments in technologies that can reduce greenhouse gas emissions.,The Energy Policy Act of 2005 authorised the Climate Change Technology Program (CCTP) to accelerate the development and deployment of technologies that can reduce greenhouse gas emissions.,,
USA_2010_003,USA,United States,2010,2007.0,,,,2007.0,explicit,high,,explicit,high,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"By mandating the use of advanced bio-fuels, this reform aims to stimulate innovation in renewable energy technologies and reduce greenhouse gas emissions.",high,Energy Independence and Security Act,Renewable Fuels Standard Revision,False,implemented,The Renewable Fuels Standard was substantially revised to increase the use of bio-fuels.,high,True,3,"This reform represents a significant policy shift towards renewable energy, with implications for both environmental sustainability and energy innovation.",high,"The Energy Independence and Security Act of 2007 revised the Renewable Fuels Standard to increase the use of bio-fuels, setting mandatory life-cycle GHG emissions thresholds and requiring a gradual increase in bio-fuel production.",The Renewable Fuels Standard was substantially revised in The Energy Independence and Security Act of 2007 to give increased weight to bio-fuels that are more effective in reducing GHG emissions.,,
USA_2007_003,USA,United States,2007,2008.0,2007.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,mixed,"While promoting homeownership can stimulate economic activity, the reduction in mortgage interest deductibility may create disincentives for some homeowners.",medium,Tax Reform for Homeownership,Mortgage Interest Deduction Reform,False,announced,The recommendations were made by the President’s Tax Reform Panel but have not yet been legislated.,high,True,3,This reform represents a significant change in tax policy affecting a large segment of the population.,high,"The President’s Tax Reform Panel recommended reducing the deductibility of mortgage interest expense from the taxable income base and replacing it with a targeted tax credit for homeowners, aimed at promoting homeownership while reducing tax benefits skewed towards higher income households.","The Panel recommended that the existing deduction be replaced with a better targeted tax expenditure, a tax credit available to all homeowners.",,
USA_2010_009,USA,United States,2010,2009.0,,,,2009.0,explicit,high,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increased funding for RD&D is expected to enhance innovation in energy technologies, leading to improved energy efficiency and reduced emissions, which can support economic growth.",high,American Reinvestment and Recovery Act,Increased RD&D Funding,False,implemented,The Act was passed and funding was allocated as planned.,high,True,3,"This reform represents a substantial increase in public investment in RD&D, which is critical for fostering innovation in clean technologies and addressing climate change, thus having a significant impact on the economy.",high,"The American Reinvestment and Recovery Act of 2009 significantly increased public funding for Research, Development, and Deployment (RD&D) to reduce greenhouse gas emissions, allocating approximately USD 26.7 billion, with a focus on energy efficiency and advanced energy technologies.","The Administration gave a substantial boost to public funding for Research, Development and Deployment (RD&D) to reduce GHGemissions through the American Reinvestment and Recovery Act of2009.",42.0,42.0
USA_2012_002,USA,United States,2012,2009.0,,,,2009.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing re-employment services can improve job matching and increase the employability of the workforce, thereby supporting economic growth.",high,American Recovery and Reinvestment Act,Expansion of One-Stop-Career-Centers,True,implemented,The Act included provisions for expanding services at One-Stop-Career-Centers.,high,False,2,"The expansion of re-employment services represents a significant investment in human capital development, which is crucial for long-term economic recovery.",medium,"The American Recovery and Reinvestment Act of 2009 included additional funds for states to expand the services provided by One-Stop-Career-Centers, enhancing re-employment services for the unemployed.",The American Recovery and Reinvestment Act of 2009 included additional funds for states to expand the services provided by One-Stop-Career-Centers.,25.0,25.0
USA_2012_013,USA,United States,2012,2009.0,,,,2009.0,explicit,high,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increased funding for high-risk energy technologies can lead to breakthroughs that enhance energy efficiency and reduce greenhouse gas emissions.,high,American Recovery and Reinvestment Act,Funding for ARPA-E,True,implemented,The ARRA was enacted in 2009 and included substantial funding for various R&D initiatives.,high,True,3,"The ARRA represents a major investment in R&D, particularly in energy technologies, which is critical for long-term innovation and addressing climate change.",high,"The American Recovery and Reinvestment Act (ARRA) of 2009 provided a significant boost to federal R&D expenditures, including funding for the Department of Energy’s Advanced Research Projects Agency – Energy (ARPA-E), which supports high-risk energy technology projects.",The ARRA included USD400 million of funding for the Department of Energy’s (DOE’s) Advanced Research Projects Agency – Energy (ARPA – E).,,
USA_2010_001,USA,United States,2010,2010.0,2010.0,explicit,high,2010.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"By reducing labor costs, this reform encourages firms to hire more workers, which can stimulate economic activity and reduce unemployment.",high,Labor Market Recovery Initiative,,False,implemented,Cuts to employer social security contributions for hiring workers were passed in March 2010.,high,False,2,"This reform is significant as it directly targets labor costs, which can have a substantial impact on employment levels during economic recovery.",medium,"Cuts to employer social security contributions for hiring workers unemployed more than 60 days were passed in the United States in March 2010, aimed at reducing unit labor costs and boosting hiring.","Cuts to employer social security contributions for hiring workers unemployed more than 60 days, with additional incentives if those workers remain employed a year later, as passed in the United States in March 2010.",14.0,14.0
USA_2010_002,USA,United States,2010,2010.0,,,,2010.0,explicit,high,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"By improving the efficiency of healthcare delivery, this reform could lower costs and improve health outcomes, contributing to overall economic productivity.",high,2010 Health Care Reform,Centre for Medicare and Medicaid Innovation,True,implemented,The Centre was established as part of the health care reform legislation signed into law.,high,True,3,"This reform represents a significant shift in how healthcare payments are structured, with the potential to transform the healthcare system and reduce long-term costs.",high,"The creation of a Centre for Medicare and Medicaid Innovation aims to test provider-payment reforms that could align health providers' incentives with patients' interests, potentially reducing healthcare costs over time.",A potentially important measure in this regard is the creation of a Centre for Medicare and Medicaid Innovation within the Centres for Medicare and Medicaid Services to test provider-payment reforms.,32.0,32.0
USA_2010_006,USA,United States,2010,2010.0,,,,,,,,inferred,medium,innovation,rd_funding,,,public,applied,growth_supporting,"A rising innovation budget supports the development of new technologies, which can lead to increased productivity and economic growth in the energy sector.",high,2010 Energy Innovation Initiative,DOE Innovation Budget Increase,True,implemented,The DOE’s innovation budget is steadily rising.,high,False,2,"The increase in the DOE's budget is a significant step towards enhancing energy innovation, though it is part of a broader set of reforms rather than a standalone major reform.",medium,"The Department of Energy’s (DOE’s) innovation budget, referred to as the 'science' budget, is steadily rising, indicating a commitment to enhancing research and development in energy technologies.",The Department of Energy’s (DOE’s) innovation budget ('science') is steadily rising.,7.0,7.0
USA_2012_008,USA,United States,2012,2010.0,2010.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By improving educational standards and teacher effectiveness, the RTT programme aims to enhance the skills of the workforce, which is crucial for economic growth.",high,Race to the Top Initiative,,False,implemented,The RTT programme was launched in 2010 to promote educational reforms across states.,high,True,3,"The RTT programme represents a significant shift in educational policy aimed at improving standards and outcomes across the US education system, with potential long-term economic benefits.",high,"The Race to the Top (RTT) programme encourages US states to adopt internationally benchmarked standards and assessments, recruit effective teachers, and build data systems to measure student success.",The RTT programme encourages US states to change their aspirations and organisational culture by adopting internationally benchmarked state-developed standards and assessments.,,
USA_2010_004,USA,United States,2010,2011.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,basic,growth_supporting,Increased funding for basic research is expected to enhance innovation capacity and technological advancements in energy sectors.,high,DOE Innovation Budget,Basic Research Investment Doubling,False,implemented,"The DOE's innovation budget has increased steadily, reflecting the commitment to enhance research funding.",high,True,3,"Doubling the investment in basic research represents a significant commitment to advancing energy technologies, which is crucial for long-term economic growth and sustainability.",high,"The Department of Energy (DOE) plans to double its investment in basic research over the next five years, with a focus on energy sciences and technologies.",The government plans to double investment in basic research over the next five years.,,
USA_2010_010,USA,United States,2010,2011.0,2009.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Redirecting funds from fossil-fuel subsidies to energy RD&D is expected to enhance innovation in clean technologies, supporting long-term economic growth.",high,Fossil Fuel Subsidy Reform,,False,announced,The Administration has proposed to eliminate most fossil-fuel subsidies.,high,True,3,"This reform represents a major shift in energy policy, reallocating significant resources towards innovation in clean energy technologies, which is critical for addressing climate change.",high,"The Administration proposed to eliminate most fossil-fuel subsidies, redirecting funds towards energy research and development.",The Administration has also proposed in the FY2011 Budget to eliminate most fossil-fuel subsidies by ending tax credits worth USD39 billion over the next decade.,135.0,135.0
USA_2012_012,USA,United States,2012,2011.0,,,,2011.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public,commercialization,growth_supporting,"By improving patent quality and reducing the backlog of applications, the Act encourages innovation and investment in new technologies.",high,America Invents Act,,False,implemented,The Act was passed into law in 2011 and has been in effect since then.,high,True,3,"The America Invents Act represents a significant overhaul of the US patent system, aiming to enhance patent quality and streamline processes, which is crucial for fostering innovation.",high,"The America Invents Act, passed in 2011, aims to increase patent quality by introducing new procedures for challenging patent validity and allowing the USPTO to prioritize certain applications, which may lead to quicker resolution of patent disputes and improved patent quality.","Passed in 2011, the America Invents Act aims to increase patent quality by providing for new procedures for challenging patent validity.",,
USA_2012_014,USA,United States,2012,2011.0,2011.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By enhancing manufacturing capabilities, the initiative aims to boost productivity and innovation in the sector, which can lead to economic growth.",high,Advanced Manufacturing Partnership,,False,implemented,The President announced the initiative in June 2011.,high,True,3,"This initiative represents a significant investment in manufacturing innovation, aiming to revitalize the sector and enhance competitiveness.",high,"The Administration proposed the Advanced Manufacturing Partnership to focus approximately USD 500 million of existing programme funds on improving manufacturing performance, including the development of advanced materials and energy-efficient manufacturing processes.",In June 2011 the President announced the Advanced Manufacturing Partnership to focus approximately USD 500 million of existing programme funds on improving manufacturing performance.,,
USA_2012_025,USA,United States,2012,2011.0,2011.0,explicit,high,2011.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public,commercialization,growth_supporting,"By enhancing the efficiency and quality of the patent system, the Act is expected to stimulate innovation and investment in new technologies.",high,America Invents Act,,False,implemented,The Act was passed and implemented to address concerns about the patent system's performance.,high,True,3,"This reform represents a fundamental change in the patent system, which is critical for fostering innovation and protecting intellectual property rights.",high,"The America Invents Act of 2011 introduced significant reforms to the patent system, aiming to improve patent quality and reduce review times, thereby encouraging innovation.",Some of the major concerns about the performance of the US patent system were addressed in the America Invents Act of 2011.,39.0,39.0
USA_2012_006,USA,United States,2012,2012.0,,,,2012.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By enhancing the skills and employability of unemployed individuals, the reform aims to reduce long-term unemployment and improve overall labor market outcomes.",high,Middle Class Tax Relief and Job Creation Act,Re-employment Services Requirement,False,implemented,The Act was passed and included new requirements for unemployment compensation recipients.,high,False,2,"The reform represents a significant change in the approach to unemployment compensation, focusing on re-employment services, which can have a meaningful impact on labor market participation.",medium,"The Middle Class Tax Relief and Job Creation Act of 2012 introduced a requirement for Extended Unemployment Compensation recipients to receive eligibility assessments and re-employment services, including skills assessments and a re-employment plan.",The Middle Class Tax Relief and Job Creation Act of 2012 added a requirement that all Extended Unemployment Compensation (EUC) recipients receive eligibility assessments and re-employment services.,65.0,65.0
USA_2012_016,USA,United States,2012,2012.0,2012.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By fostering collaboration and innovation in manufacturing, the NNMI is expected to enhance productivity and competitiveness in the sector.",high,National Network for Manufacturing Innovation,,False,implemented,The NNMI was announced as part of the Administration's efforts to support manufacturing innovation.,high,True,3,"The NNMI represents a significant structural change in how manufacturing innovation is supported in the U.S., aiming to enhance collaboration across sectors.",high,"The Administration's National Network for Manufacturing Innovation (NNMI) aims to enhance collaboration among industry, academia, and government to drive manufacturing innovation.",The Administration’s new National Network for Manufacturing Innovation (NNMI) is to be structured very much along these lines.,,
