year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
2022,National R&D Programmes (Korea),innovation_instruments,29800000000000.0,won,KRW,verified_override,3. 2022년 예산안.pdf,8,Data/input/finance_bills/Korea/3. 2022년 예산안.pdf,,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,verified_against_original_file,,,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D)
2022,Strategic Technology R&D Programmes (Korea),innovation_instruments,6200000000000.0,won,KRW,verified_override,3. 2022년 예산안.pdf,49,Data/input/finance_bills/Korea/3. 2022년 예산안.pdf,,Verified strategic-technology R&D subtotal from original Korea budget brief,verified_against_original_file,,,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal)
2023,Ministry of Science and ICT (Korea),rd_ministry,9977500000000.0,won,KRW,verified_override,2. 2023년 예산안 홍보자료★.pdf,60,Data/input/finance_bills/Korea/2. 2023년 예산안 홍보자료★.pdf,,Verified MSIT / science-technology-communication budget total from original Korea budget brief,verified_against_original_file,,,manual override from original Korea budget brief (MSIT total)
2023,National R&D Programmes (Korea),innovation_instruments,30700000000000.0,won,KRW,verified_override,2. 2023년 예산안 홍보자료★.pdf,9,Data/input/finance_bills/Korea/2. 2023년 예산안 홍보자료★.pdf,,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,verified_against_original_file,,,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D)
2023,Strategic Technology R&D Programmes (Korea),innovation_instruments,4512300000000.0,won,KRW,verified_override,2. 2023년 예산안 홍보자료★.pdf,33,Data/input/finance_bills/Korea/2. 2023년 예산안 홍보자료★.pdf,,Verified strategic-technology R&D subtotal from original Korea budget brief,verified_against_original_file,,,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal)
2024,Ministry of Science and ICT (Korea),rd_ministry,9076800000000.0,won,KRW,verified_override,2. 2024년  예산안 홍보자료.pdf,55,Data/input/finance_bills/Korea/2. 2024년  예산안 홍보자료.pdf,,Verified MSIT / science-technology-communication budget total from original Korea budget brief,verified_against_original_file,,,manual override from original Korea budget brief (MSIT total)
2024,National R&D Programmes (Korea),innovation_instruments,25900000000000.0,won,KRW,verified_override,2. 2024년  예산안 홍보자료.pdf,7,Data/input/finance_bills/Korea/2. 2024년  예산안 홍보자료.pdf,,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,verified_against_original_file,,,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D)
2024,Strategic Technology R&D Programmes (Korea),innovation_instruments,5000000000000.0,won,KRW,verified_override,2. 2024년  예산안 홍보자료.pdf,19,Data/input/finance_bills/Korea/2. 2024년  예산안 홍보자료.pdf,,Verified strategic-technology R&D subtotal from original Korea budget brief,verified_against_original_file,,,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal)
2025,Ministry of Science and ICT (Korea),rd_ministry,10911200000000.0,won,KRW,verified_override,2. 2025 예산안 홍보자료.pdf,51,Data/input/finance_bills/Korea/2. 2025 예산안 홍보자료.pdf,,Verified MSIT / science-technology-communication budget total from original Korea budget brief,verified_against_original_file,,,manual override from original Korea budget brief (MSIT total)
2025,National R&D Programmes (Korea),innovation_instruments,29700000000000.0,won,KRW,verified_override,2. 2025 예산안 홍보자료.pdf,6,Data/input/finance_bills/Korea/2. 2025 예산안 홍보자료.pdf,,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,verified_against_original_file,,,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D)
2025,Strategic Technology R&D Programmes (Korea),innovation_instruments,3544600000000.0,won,KRW,verified_override,2. 2025 예산안 홍보자료.pdf,20,Data/input/finance_bills/Korea/2. 2025 예산안 홍보자료.pdf,,Verified strategic-technology R&D subtotal from original Korea budget brief,verified_against_original_file,,,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal)
